Date,Precipitation,State
1925,0.28,Nebraska
1926,1.45,Nebraska
1927,0.34,Nebraska
1928,1.73,Nebraska
1929,0.97,Nebraska
1930,1.88,Nebraska
1931,2,Nebraska
1932,0.13,Nebraska
1933,0.3,Nebraska
1934,1.09,Nebraska
1935,0.96,Nebraska
1936,0.33,Nebraska
1937,0.22,Nebraska
1938,0.71,Nebraska
1939,0.03,Nebraska
1940,1.02,Nebraska
1941,0.56,Nebraska
1942,0.44,Nebraska
1943,0.28,Nebraska
1944,1.54,Nebraska
1945,0.17,Nebraska
1946,1.76,Nebraska
1947,1.61,Nebraska
1948,1.53,Nebraska
1949,0.21,Nebraska
1950,0.46,Nebraska
1951,0.35,Nebraska
1952,1,Nebraska
1953,1.46,Nebraska
1954,0.19,Nebraska
1955,0.33,Nebraska
1956,0.98,Nebraska
1957,0.92,Nebraska
1958,0.59,Nebraska
1959,0.39,Nebraska
1960,0.53,Nebraska
1961,0.84,Nebraska
1962,0.23,Nebraska
1963,0.35,Nebraska
1964,0.32,Nebraska
1965,0.22,Nebraska
1966,0.16,Nebraska
1967,0.29,Nebraska
1968,0.59,Nebraska
1969,0.26,Nebraska
1970,0.8,Nebraska
1971,1.49,Nebraska
1972,2.03,Nebraska
1973,1.34,Nebraska
1974,0.37,Nebraska
1975,2.13,Nebraska
1976,0.13,Nebraska
1977,1.04,Nebraska
1978,0.95,Nebraska
1979,1.62,Nebraska
1980,0.13,Nebraska
1981,1.71,Nebraska
1982,1.44,Nebraska
1983,2.45,Nebraska
1984,0.83,Nebraska
1985,0.9,Nebraska
1986,0.53,Nebraska
1987,1.37,Nebraska
1988,0.72,Nebraska
1989,0.06,Nebraska
1990,1.17,Nebraska
1991,1.66,Nebraska
1992,1.01,Nebraska
1993,1.03,Nebraska
1994,1.18,Nebraska
1995,0.49,Nebraska
1996,1.8,Nebraska
1997,0.57,Nebraska
1998,2.07,Nebraska
1999,0.39,Nebraska
2000,1.38,Nebraska
2001,1.59,Nebraska
2002,0.16,Nebraska
2003,0.93,Nebraska
2004,1.48,Nebraska
2005,1.01,Nebraska
2006,0.24,Nebraska
2007,0.05,Nebraska
2008,0.79,Nebraska
2009,0.28,Nebraska
2010,0.67,Nebraska
2011,0.48,Nebraska
2012,0.29,Nebraska
2013,0.78,Nebraska
2014,0.32,Nebraska
2015,1.95,Nebraska
2016,0.86,Nebraska
2017,0.23,Nebraska
2018,0.87,Nebraska
2019,0.96,Nebraska
2020,0.81,Nebraska
2021,0.31,Nebraska
2022,0.31,Nebraska
1895,6.59,New Hampshire
1896,3.83,New Hampshire
1897,6.79,New Hampshire
1898,4.74,New Hampshire
1899,2.22,New Hampshire
1900,6.41,New Hampshire
1901,2.14,New Hampshire
1902,1.27,New Hampshire
1903,1.65,New Hampshire
1904,1.49,New Hampshire
1905,2.45,New Hampshire
1906,2.66,New Hampshire
1907,4.18,New Hampshire
1908,1.4,New Hampshire
1909,2.56,New Hampshire
1910,2.83,New Hampshire
1911,3.33,New Hampshire
1912,3.67,New Hampshire
1913,2.13,New Hampshire
1914,2.54,New Hampshire
1915,2.82,New Hampshire
1916,3.51,New Hampshire
1917,0.88,New Hampshire
1918,2.69,New Hampshire
1919,5.32,New Hampshire
1920,4.46,New Hampshire
1921,6.19,New Hampshire
1922,1.5,New Hampshire
1923,5.08,New Hampshire
1924,3.74,New Hampshire
1925,3.99,New Hampshire
1926,4.92,New Hampshire
1927,8.58,New Hampshire
1928,2.35,New Hampshire
1929,2.87,New Hampshire
1930,3.17,New Hampshire
1931,1.63,New Hampshire
1932,5.28,New Hampshire
1933,2.16,New Hampshire
1934,3.92,New Hampshire
1935,5.29,New Hampshire
1936,2.47,New Hampshire
1937,5.65,New Hampshire
1938,3.21,New Hampshire
1939,1.35,New Hampshire
1940,6.46,New Hampshire
1941,3.15,New Hampshire
1942,5.03,New Hampshire
1943,6.44,New Hampshire
1944,3.31,New Hampshire
1945,5.09,New Hampshire
1946,2.33,New Hampshire
1947,5.65,New Hampshire
1948,6.46,New Hampshire
1949,3.04,New Hampshire
1950,6.65,New Hampshire
1951,5.95,New Hampshire
1952,2.16,New Hampshire
1953,3.19,New Hampshire
1954,5.22,New Hampshire
1955,3.73,New Hampshire
1956,3.13,New Hampshire
1957,5.4,New Hampshire
1958,3.77,New Hampshire
1959,6.29,New Hampshire
1960,3,New Hampshire
1961,4.05,New Hampshire
1962,3.54,New Hampshire
1963,8.21,New Hampshire
1964,3.68,New Hampshire
1965,3.67,New Hampshire
1966,3.71,New Hampshire
1967,3.31,New Hampshire
1968,6.27,New Hampshire
1969,6.98,New Hampshire
1970,3,New Hampshire
1971,4.02,New Hampshire
1972,6.43,New Hampshire
1973,3.32,New Hampshire
1974,4.15,New Hampshire
1975,5.07,New Hampshire
1976,1.79,New Hampshire
1977,3.95,New Hampshire
1978,2.05,New Hampshire
1979,3.44,New Hampshire
1980,4.04,New Hampshire
1981,2.91,New Hampshire
1982,4.19,New Hampshire
1983,8.91,New Hampshire
1984,3.42,New Hampshire
1985,5.37,New Hampshire
1986,4.74,New Hampshire
1987,2.8,New Hampshire
1988,6.17,New Hampshire
1989,4.76,New Hampshire
1990,3.58,New Hampshire
1991,3.91,New Hampshire
1992,4.61,New Hampshire
1993,3.98,New Hampshire
1994,3.16,New Hampshire
1995,5.55,New Hampshire
1996,2.94,New Hampshire
1997,6.12,New Hampshire
1998,3.1,New Hampshire
1999,3.1,New Hampshire
2000,3.8,New Hampshire
2001,2.21,New Hampshire
2002,4.84,New Hampshire
2003,3.77,New Hampshire
2004,4.1,New Hampshire
2005,5.63,New Hampshire
2006,4.67,New Hampshire
2007,4.43,New Hampshire
2008,4.44,New Hampshire
2009,4.1,New Hampshire
2010,3.66,New Hampshire
2011,3.41,New Hampshire
2012,0.8,New Hampshire
2013,3.89,New Hampshire
2014,3.27,New Hampshire
2015,2.36,New Hampshire
2016,3.04,New Hampshire
2017,2.04,New Hampshire
2018,7.75,New Hampshire
2019,3.7,New Hampshire
2020,3.08,New Hampshire
2021,2.85,New Hampshire
2022,3.62,New Hampshire
1895,3.07,New Jersey
1896,3.12,New Jersey
1897,4.87,New Jersey
1898,6.6,New Jersey
1899,2.29,New Jersey
1900,3.35,New Jersey
1901,2.52,New Jersey
1902,2.3,New Jersey
1903,1.29,New Jersey
1904,2.2,New Jersey
1905,1.89,New Jersey
1906,1.69,New Jersey
1907,5.55,New Jersey
1908,1.02,New Jersey
1909,2.56,New Jersey
1910,3.72,New Jersey
1911,5.29,New Jersey
1912,3.25,New Jersey
1913,2.88,New Jersey
1914,2.39,New Jersey
1915,1.56,New Jersey
1916,2.1,New Jersey
1917,0.54,New Jersey
1918,1.91,New Jersey
1919,3.82,New Jersey
1920,4.37,New Jersey
1921,4.03,New Jersey
1922,0.82,New Jersey
1923,2.45,New Jersey
1924,2.08,New Jersey
1925,3.26,New Jersey
1926,4.04,New Jersey
1927,3.73,New Jersey
1928,1.92,New Jersey
1929,2.77,New Jersey
1930,3.1,New Jersey
1931,0.85,New Jersey
1932,7.44,New Jersey
1933,1.1,New Jersey
1934,3.1,New Jersey
1935,5.15,New Jersey
1936,1.1,New Jersey
1937,4.47,New Jersey
1938,3.37,New Jersey
1939,1.7,New Jersey
1940,4.67,New Jersey
1941,2.81,New Jersey
1942,4,New Jersey
1943,3.02,New Jersey
1944,6.14,New Jersey
1945,5.46,New Jersey
1946,1.41,New Jersey
1947,6.19,New Jersey
1948,4.75,New Jersey
1949,1.64,New Jersey
1950,5.16,New Jersey
1951,6.45,New Jersey
1952,4.86,New Jersey
1953,2.91,New Jersey
1954,5.12,New Jersey
1955,2.3,New Jersey
1956,3.76,New Jersey
1957,3.96,New Jersey
1958,2.78,New Jersey
1959,4.25,New Jersey
1960,2.25,New Jersey
1961,2.62,New Jersey
1962,4.79,New Jersey
1963,6.74,New Jersey
1964,2.01,New Jersey
1965,1.4,New Jersey
1966,2.82,New Jersey
1967,2.11,New Jersey
1968,4.93,New Jersey
1969,3.33,New Jersey
1970,5.31,New Jersey
1971,5.16,New Jersey
1972,9.01,New Jersey
1973,1.45,New Jersey
1974,1.54,New Jersey
1975,3.68,New Jersey
1976,0.59,New Jersey
1977,7.49,New Jersey
1978,2.49,New Jersey
1979,3.54,New Jersey
1980,3.26,New Jersey
1981,1.56,New Jersey
1982,3.66,New Jersey
1983,6.21,New Jersey
1984,2.39,New Jersey
1985,6.2,New Jersey
1986,6.33,New Jersey
1987,3.14,New Jersey
1988,6.4,New Jersey
1989,2.74,New Jersey
1990,2.26,New Jersey
1991,1.97,New Jersey
1992,4.76,New Jersey
1993,2.86,New Jersey
1994,3.67,New Jersey
1995,5.07,New Jersey
1996,2.59,New Jersey
1997,4.16,New Jersey
1998,1.35,New Jersey
1999,2.38,New Jersey
2000,3.15,New Jersey
2001,1,New Jersey
2002,5.1,New Jersey
2003,4.32,New Jersey
2004,4.62,New Jersey
2005,3.91,New Jersey
2006,5.88,New Jersey
2007,2.34,New Jersey
2008,3.8,New Jersey
2009,2.19,New Jersey
2010,2.17,New Jersey
2011,3.83,New Jersey
2012,1.3,New Jersey
2013,2.89,New Jersey
2014,4.34,New Jersey
2015,2.3,New Jersey
2016,2.43,New Jersey
2017,1.7,New Jersey
2018,8.65,New Jersey
2019,1.94,New Jersey
2020,4.09,New Jersey
2021,1.01,New Jersey
2022,2.88,New Jersey
1895,1.24,New Mexico
1896,0.19,New Mexico
1897,0.18,New Mexico
1898,0.63,New Mexico
1899,1.06,New Mexico
1900,0.47,New Mexico
1901,1.43,New Mexico
1902,0.86,New Mexico
1903,0.01,New Mexico
1904,0.18,New Mexico
1905,2.87,New Mexico
1906,1.43,New Mexico
1907,0.92,New Mexico
1908,0.88,New Mexico
1909,0.55,New Mexico
1910,0.65,New Mexico
1911,0.38,New Mexico
1912,0.16,New Mexico
1913,1.49,New Mexico
1914,0.35,New Mexico
1915,0.22,New Mexico
1916,0.19,New Mexico
1917,0.16,New Mexico
1918,1.23,New Mexico
1919,1,New Mexico
1920,0.21,New Mexico
1921,0.14,New Mexico
1922,1.01,New Mexico
1923,1.42,New Mexico
1924,0.22,New Mexico
1925,0.25,New Mexico
1926,0.16,New Mexico
1927,0.13,New Mexico
1928,0.96,New Mexico
1929,0.67,New Mexico
1930,0.96,New Mexico
1931,1.29,New Mexico
1932,0.01,New Mexico
1933,0.69,New Mexico
1934,0.76,New Mexico
1935,1.09,New Mexico
1936,0.45,New Mexico
1937,0.09,New Mexico
1938,0.25,New Mexico
1939,0.61,New Mexico
1940,1.47,New Mexico
1941,0.41,New Mexico
1942,0.02,New Mexico
1943,0.47,New Mexico
1944,0.95,New Mexico
1945,0.01,New Mexico
1946,0.84,New Mexico
1947,0.68,New Mexico
1948,0.17,New Mexico
1949,0.09,New Mexico
1950,0.06,New Mexico
1951,0.4,New Mexico
1952,0.99,New Mexico
1953,0.6,New Mexico
1954,0.07,New Mexico
1955,0.15,New Mexico
1956,0.07,New Mexico
1957,1.07,New Mexico
1958,0.48,New Mexico
1959,0.21,New Mexico
1960,0.12,New Mexico
1961,1.25,New Mexico
1962,0.8,New Mexico
1963,0.43,New Mexico
1964,0.58,New Mexico
1965,0.42,New Mexico
1966,0.23,New Mexico
1967,0.37,New Mexico
1968,0.93,New Mexico
1969,0.3,New Mexico
1970,0.18,New Mexico
1971,0.9,New Mexico
1972,0.88,New Mexico
1973,0.19,New Mexico
1974,0.35,New Mexico
1975,0.66,New Mexico
1976,0.55,New Mexico
1977,0.63,New Mexico
1978,2.44,New Mexico
1979,0.59,New Mexico
1980,0.47,New Mexico
1981,0.52,New Mexico
1982,1.09,New Mexico
1983,1.17,New Mexico
1984,0.9,New Mexico
1985,0.63,New Mexico
1986,2.43,New Mexico
1987,0.82,New Mexico
1988,0.41,New Mexico
1989,0.04,New Mexico
1990,1.25,New Mexico
1991,1.49,New Mexico
1992,0.56,New Mexico
1993,0.76,New Mexico
1994,1.58,New Mexico
1995,0.26,New Mexico
1996,0.62,New Mexico
1997,0.82,New Mexico
1998,0.73,New Mexico
1999,0.02,New Mexico
2000,1.29,New Mexico
2001,0.94,New Mexico
2002,0.56,New Mexico
2003,0.86,New Mexico
2004,1.71,New Mexico
2005,0.06,New Mexico
2006,0.17,New Mexico
2007,0.42,New Mexico
2008,0.38,New Mexico
2009,0.4,New Mexico
2010,0.1,New Mexico
2011,0.47,New Mexico
2012,0.18,New Mexico
2013,0.86,New Mexico
2014,0.63,New Mexico
2015,0.85,New Mexico
2016,1.34,New Mexico
2017,0.11,New Mexico
2018,0.22,New Mexico
2019,1.78,New Mexico
2020,0.28,New Mexico
2021,0.1,New Mexico
2022,0.36,New Mexico
1895,0.87,Nevada
1896,1.13,Nevada
1897,0.86,Nevada
1898,1.32,Nevada
1899,0.47,Nevada
1900,1.39,Nevada
1901,0.57,Nevada
1902,1.25,Nevada
1903,1.14,Nevada
1904,0.07,Nevada
1905,1.19,Nevada
1906,1.11,Nevada
1907,0.33,Nevada
1908,0.29,Nevada
1909,2.36,Nevada
1910,0.73,Nevada
1911,0.28,Nevada
1912,0.67,Nevada
1913,1.65,Nevada
1914,0.04,Nevada
1915,0.52,Nevada
1916,0.35,Nevada
1917,0.73,Nevada
1918,0.69,Nevada
1919,0.68,Nevada
1920,0.87,Nevada
1921,0.37,Nevada
1922,0.93,Nevada
1923,0.57,Nevada
1924,0.53,Nevada
1925,0.62,Nevada
1926,1.8,Nevada
1927,1.12,Nevada
1928,0.68,Nevada
1929,0.02,Nevada
1930,1.14,Nevada
1931,1.17,Nevada
1932,0.18,Nevada
1933,0.27,Nevada
1934,1.28,Nevada
1935,0.55,Nevada
1936,0.06,Nevada
1937,0.8,Nevada
1938,0.69,Nevada
1939,0.29,Nevada
1940,0.59,Nevada
1941,0.94,Nevada
1942,1.41,Nevada
1943,0.57,Nevada
1944,2.13,Nevada
1945,0.91,Nevada
1946,1.87,Nevada
1947,0.86,Nevada
1948,0.39,Nevada
1949,0.57,Nevada
1950,1.55,Nevada
1951,0.93,Nevada
1952,0.64,Nevada
1953,0.5,Nevada
1954,0.72,Nevada
1955,0.72,Nevada
1956,0.08,Nevada
1957,1.32,Nevada
1958,0.84,Nevada
1959,0.14,Nevada
1960,2.21,Nevada
1961,0.68,Nevada
1962,0.43,Nevada
1963,1.27,Nevada
1964,0.94,Nevada
1965,2.1,Nevada
1966,0.73,Nevada
1967,0.84,Nevada
1968,1.1,Nevada
1969,0.52,Nevada
1970,1.75,Nevada
1971,0.9,Nevada
1972,1.34,Nevada
1973,1.34,Nevada
1974,0.52,Nevada
1975,0.57,Nevada
1976,0.17,Nevada
1977,0.67,Nevada
1978,1.26,Nevada
1979,0.67,Nevada
1980,0.65,Nevada
1981,1.23,Nevada
1982,1.46,Nevada
1983,1.95,Nevada
1984,1.46,Nevada
1985,1.86,Nevada
1986,0.37,Nevada
1987,1.99,Nevada
1988,1.57,Nevada
1989,0.53,Nevada
1990,0.45,Nevada
1991,0.85,Nevada
1992,0.56,Nevada
1993,0.51,Nevada
1994,1.63,Nevada
1995,0.29,Nevada
1996,1.39,Nevada
1997,0.88,Nevada
1998,0.87,Nevada
1999,0.23,Nevada
2000,0.39,Nevada
2001,1.24,Nevada
2002,0.94,Nevada
2003,0.98,Nevada
2004,1.4,Nevada
2005,0.74,Nevada
2006,0.61,Nevada
2007,0.32,Nevada
2008,1.12,Nevada
2009,0.18,Nevada
2010,1.19,Nevada
2011,0.38,Nevada
2012,0.48,Nevada
2013,0.74,Nevada
2014,0.71,Nevada
2015,1.29,Nevada
2016,0.48,Nevada
2017,0.88,Nevada
2018,0.81,Nevada
2019,0.98,Nevada
2020,0.72,Nevada
2021,0.18,Nevada
2022,1,Nevada
1895,4.23,New York
1896,3.45,New York
1897,5.15,New York
1898,3.79,New York
1899,2.35,New York
1900,5.96,New York
1901,2.86,New York
1902,1.54,New York
1903,2.16,New York
1904,0.93,New York
1905,2.28,New York
1906,2.43,New York
1907,3.68,New York
1908,1.59,New York
1909,2.05,New York
1910,3.17,New York
1911,2.97,New York
1912,3.61,New York
1913,3.36,New York
1914,2.62,New York
1915,2.43,New York
1916,3.08,New York
1917,1.03,New York
1918,2.52,New York
1919,3.34,New York
1920,4.22,New York
1921,5.77,New York
1922,1.67,New York
1923,3.11,New York
1924,2.25,New York
1925,3.65,New York
1926,4.15,New York
1927,7.94,New York
1928,3.07,New York
1929,3.1,New York
1930,2.2,New York
1931,2.36,New York
1932,4.91,New York
1933,2.55,New York
1934,2.92,New York
1935,3.55,New York
1936,2.98,New York
1937,3.2,New York
1938,2.76,New York
1939,1.62,New York
1940,3.78,New York
1941,2.41,New York
1942,3.8,New York
1943,3.47,New York
1944,3.11,New York
1945,5.09,New York
1946,2.45,New York
1947,4.25,New York
1948,4.55,New York
1949,2.77,New York
1950,5.31,New York
1951,4.69,New York
1952,2.87,New York
1953,2.19,New York
1954,4.65,New York
1955,2.94,New York
1956,2.81,New York
1957,3.01,New York
1958,3.31,New York
1959,5.05,New York
1960,1.96,New York
1961,3.18,New York
1962,2.45,New York
1963,5.52,New York
1964,2.38,New York
1965,3.57,New York
1966,3.5,New York
1967,3.93,New York
1968,5.43,New York
1969,4.76,New York
1970,3.8,New York
1971,3.48,New York
1972,6.25,New York
1973,3.26,New York
1974,4.18,New York
1975,3.49,New York
1976,1.61,New York
1977,5.13,New York
1978,1.84,New York
1979,3.95,New York
1980,3.29,New York
1981,2.31,New York
1982,4.64,New York
1983,4.98,New York
1984,2.98,New York
1985,5.9,New York
1986,3.95,New York
1987,3.03,New York
1988,4.6,New York
1989,4.09,New York
1990,3.21,New York
1991,3.11,New York
1992,4.5,New York
1993,4.17,New York
1994,4.19,New York
1995,4.3,New York
1996,4.7,New York
1997,4.61,New York
1998,1.84,New York
1999,3.1,New York
2000,2.74,New York
2001,2.24,New York
2002,3.84,New York
2003,4.3,New York
2004,3.25,New York
2005,4.95,New York
2006,3.44,New York
2007,4.25,New York
2008,2.77,New York
2009,2.06,New York
2010,2.86,New York
2011,2.98,New York
2012,1.18,New York
2013,4.03,New York
2014,2.72,New York
2015,2.05,New York
2016,2.66,New York
2017,2.76,New York
2018,5.94,New York
2019,3.43,New York
2020,2.78,New York
2021,2.67,New York
2022,3.85,New York
1895,4.24,Ohio
1896,2.57,Ohio
1897,6.58,Ohio
1898,3.21,Ohio
1899,1.78,Ohio
1900,4.55,Ohio
1901,1.63,Ohio
1902,2.7,Ohio
1903,2.17,Ohio
1904,0.37,Ohio
1905,2.69,Ohio
1906,2.45,Ohio
1907,2.05,Ohio
1908,1.03,Ohio
1909,2.56,Ohio
1910,1.85,Ohio
1911,3.03,Ohio
1912,1.13,Ohio
1913,3.64,Ohio
1914,1.46,Ohio
1915,2.75,Ohio
1916,2.13,Ohio
1917,0.54,Ohio
1918,2.05,Ohio
1919,4.14,Ohio
1920,2.81,Ohio
1921,5.87,Ohio
1922,1.58,Ohio
1923,2.58,Ohio
1924,1.51,Ohio
1925,4.17,Ohio
1926,2.24,Ohio
1927,5.95,Ohio
1928,3.09,Ohio
1929,3.92,Ohio
1930,1.47,Ohio
1931,2.63,Ohio
1932,3.29,Ohio
1933,1.49,Ohio
1934,1.98,Ohio
1935,2.61,Ohio
1936,2.81,Ohio
1937,1.41,Ohio
1938,3.25,Ohio
1939,0.98,Ohio
1940,3.4,Ohio
1941,1.93,Ohio
1942,3.71,Ohio
1943,1.26,Ohio
1944,2.1,Ohio
1945,3.57,Ohio
1946,2.6,Ohio
1947,2.37,Ohio
1948,4.25,Ohio
1949,1.41,Ohio
1950,5,Ohio
1951,4.16,Ohio
1952,1.91,Ohio
1953,1.2,Ohio
1954,1.53,Ohio
1955,3.51,Ohio
1956,1.59,Ohio
1957,3.16,Ohio
1958,2.99,Ohio
1959,3.41,Ohio
1960,2.08,Ohio
1961,2.95,Ohio
1962,2.81,Ohio
1963,1.79,Ohio
1964,1.94,Ohio
1965,1.98,Ohio
1966,4.76,Ohio
1967,3.23,Ohio
1968,3.75,Ohio
1969,3.17,Ohio
1970,2.66,Ohio
1971,1.83,Ohio
1972,5.3,Ohio
1973,4,Ohio
1974,3.32,Ohio
1975,1.75,Ohio
1976,0.63,Ohio
1977,2.79,Ohio
1978,2.01,Ohio
1979,3.74,Ohio
1980,1.88,Ohio
1981,1.77,Ohio
1982,5.07,Ohio
1983,4.75,Ohio
1984,3.77,Ohio
1985,9.06,Ohio
1986,3.56,Ohio
1987,1.82,Ohio
1988,4.28,Ohio
1989,2.69,Ohio
1990,2.09,Ohio
1991,1.82,Ohio
1992,4.51,Ohio
1993,4.72,Ohio
1994,3.08,Ohio
1995,2.64,Ohio
1996,3.4,Ohio
1997,2.64,Ohio
1998,1.65,Ohio
1999,2.49,Ohio
2000,1.8,Ohio
2001,2.98,Ohio
2002,2.89,Ohio
2003,3.65,Ohio
2004,3.61,Ohio
2005,3.46,Ohio
2006,2.17,Ohio
2007,3.24,Ohio
2008,2.4,Ohio
2009,0.98,Ohio
2010,4.14,Ohio
2011,5.42,Ohio
2012,0.83,Ohio
2013,2.96,Ohio
2014,1.93,Ohio
2015,2.24,Ohio
2016,1.31,Ohio
2017,5.14,Ohio
2018,5.16,Ohio
2019,2.19,Ohio
2020,2.51,Ohio
2021,1.56,Ohio
2022,2.8,Ohio
1895,3.01,Oklahoma
1896,1.86,Oklahoma
1897,0.56,Oklahoma
1898,1.2,Oklahoma
1899,3.5,Oklahoma
1900,1.22,Oklahoma
1901,1.19,Oklahoma
1902,5.48,Oklahoma
1903,0.41,Oklahoma
1904,0.27,Oklahoma
1905,2.67,Oklahoma
1906,1.8,Oklahoma
1907,1.85,Oklahoma
1908,4.25,Oklahoma
1909,4.99,Oklahoma
1910,0.2,Oklahoma
1911,1.17,Oklahoma
1912,0.68,Oklahoma
1913,3.57,Oklahoma
1914,0.72,Oklahoma
1915,0.83,Oklahoma
1916,2.39,Oklahoma
1917,1.69,Oklahoma
1918,2.84,Oklahoma
1919,2.93,Oklahoma
1920,1.63,Oklahoma
1921,1.14,Oklahoma
1922,3.6,Oklahoma
1923,2.32,Oklahoma
1924,1.58,Oklahoma
1925,2.11,Oklahoma
1926,1.06,Oklahoma
1927,1,Oklahoma
1928,3.49,Oklahoma
1929,2.07,Oklahoma
1930,2.33,Oklahoma
1931,4.68,Oklahoma
1932,0.45,Oklahoma
1933,1.56,Oklahoma
1934,3.75,Oklahoma
1935,2.69,Oklahoma
1936,0.51,Oklahoma
1937,1.66,Oklahoma
1938,2.12,Oklahoma
1939,1.45,Oklahoma
1940,4.7,Oklahoma
1941,1.25,Oklahoma
1942,1.66,Oklahoma
1943,0.43,Oklahoma
1944,2.71,Oklahoma
1945,0.49,Oklahoma
1946,5.46,Oklahoma
1947,2.09,Oklahoma
1948,1.72,Oklahoma
1949,0.13,Oklahoma
1950,0.41,Oklahoma
1951,2.07,Oklahoma
1952,2.91,Oklahoma
1953,1.75,Oklahoma
1954,0.27,Oklahoma
1955,0.21,Oklahoma
1956,1.91,Oklahoma
1957,3.18,Oklahoma
1958,1.77,Oklahoma
1959,1.14,Oklahoma
1960,0.49,Oklahoma
1961,3.69,Oklahoma
1962,1.8,Oklahoma
1963,1.68,Oklahoma
1964,5.18,Oklahoma
1965,0.48,Oklahoma
1966,0.68,Oklahoma
1967,0.74,Oklahoma
1968,4.58,Oklahoma
1969,0.45,Oklahoma
1970,0.84,Oklahoma
1971,1.52,Oklahoma
1972,4.13,Oklahoma
1973,3.63,Oklahoma
1974,3.56,Oklahoma
1975,2.91,Oklahoma
1976,0.49,Oklahoma
1977,1.96,Oklahoma
1978,3.78,Oklahoma
1979,2.44,Oklahoma
1980,1.04,Oklahoma
1981,2.82,Oklahoma
1982,3.27,Oklahoma
1983,2.27,Oklahoma
1984,2.76,Oklahoma
1985,3.6,Oklahoma
1986,3.44,Oklahoma
1987,2.96,Oklahoma
1988,2.72,Oklahoma
1989,0.16,Oklahoma
1990,2.67,Oklahoma
1991,2.85,Oklahoma
1992,5.57,Oklahoma
1993,1.89,Oklahoma
1994,5.47,Oklahoma
1995,0.5,Oklahoma
1996,5.32,Oklahoma
1997,1.68,Oklahoma
1998,3.29,Oklahoma
1999,0.83,Oklahoma
2000,3.76,Oklahoma
2001,1.75,Oklahoma
2002,0.63,Oklahoma
2003,1.99,Oklahoma
2004,5.96,Oklahoma
2005,0.46,Oklahoma
2006,2.45,Oklahoma
2007,0.48,Oklahoma
2008,1.06,Oklahoma
2009,0.73,Oklahoma
2010,1.87,Oklahoma
2011,4.38,Oklahoma
2012,0.63,Oklahoma
2013,1.72,Oklahoma
2014,2.2,Oklahoma
2015,6.05,Oklahoma
2016,1.25,Oklahoma
2017,0.26,Oklahoma
2018,1.09,Oklahoma
2019,2.34,Oklahoma
2020,1.1,Oklahoma
2021,0.9,Oklahoma
2022,2.67,Oklahoma
1895,2.32,Oregon
1896,9.16,Oregon
1897,6.67,Oregon
1898,5.25,Oregon
1899,5.88,Oregon
1900,3.04,Oregon
1901,3.35,Oregon
1902,6.89,Oregon
1903,8.73,Oregon
1904,3.18,Oregon
1905,2.31,Oregon
1906,5.16,Oregon
1907,3.61,Oregon
1908,2.57,Oregon
1909,9.61,Oregon
1910,8.71,Oregon
1911,3.4,Oregon
1912,4.24,Oregon
1913,4.58,Oregon
1914,2.16,Oregon
1915,6.79,Oregon
1916,3.94,Oregon
1917,4.55,Oregon
1918,3.22,Oregon
1919,4.66,Oregon
1920,4.8,Oregon
1921,7.21,Oregon
1922,2.48,Oregon
1923,2.29,Oregon
1924,5.37,Oregon
1925,3.19,Oregon
1926,8.07,Oregon
1927,6.79,Oregon
1928,3.3,Oregon
1929,0.31,Oregon
1930,2.75,Oregon
1931,4.15,Oregon
1932,4.88,Oregon
1933,1.11,Oregon
1934,6.35,Oregon
1935,1.78,Oregon
1936,0.22,Oregon
1937,7.21,Oregon
1938,3.75,Oregon
1939,0.51,Oregon
1940,3.81,Oregon
1941,4.34,Oregon
1942,9.54,Oregon
1943,2.19,Oregon
1944,4.24,Oregon
1945,7.37,Oregon
1946,5.77,Oregon
1947,3.6,Oregon
1948,4.73,Oregon
1949,3.88,Oregon
1950,5.1,Oregon
1951,4.71,Oregon
1952,1.32,Oregon
1953,6.01,Oregon
1954,2.74,Oregon
1955,5.64,Oregon
1956,1.1,Oregon
1957,2.75,Oregon
1958,5.19,Oregon
1959,1.57,Oregon
1960,7.4,Oregon
1961,5.11,Oregon
1962,5.19,Oregon
1963,5.73,Oregon
1964,5.47,Oregon
1965,4.72,Oregon
1966,5.98,Oregon
1967,2.27,Oregon
1968,6.13,Oregon
1969,1.77,Oregon
1970,6.44,Oregon
1971,5.35,Oregon
1972,3.02,Oregon
1973,10.97,Oregon
1974,3.24,Oregon
1975,4.01,Oregon
1976,0.99,Oregon
1977,5.97,Oregon
1978,3.06,Oregon
1979,3.94,Oregon
1980,4.11,Oregon
1981,5.95,Oregon
1982,3.65,Oregon
1983,7.38,Oregon
1984,8.74,Oregon
1985,3.9,Oregon
1986,4.84,Oregon
1987,2.62,Oregon
1988,8.32,Oregon
1989,2.44,Oregon
1990,3.58,Oregon
1991,5.41,Oregon
1992,4.09,Oregon
1993,1.43,Oregon
1994,6.12,Oregon
1995,5.97,Oregon
1996,6.78,Oregon
1997,3.08,Oregon
1998,8.32,Oregon
1999,4.46,Oregon
2000,2.06,Oregon
2001,5.37,Oregon
2002,2.54,Oregon
2003,3.75,Oregon
2004,1.78,Oregon
2005,5.39,Oregon
2006,8.08,Oregon
2007,3.65,Oregon
2008,3.83,Oregon
2009,3.7,Oregon
2010,4.62,Oregon
2011,3.54,Oregon
2012,5.39,Oregon
2013,2.4,Oregon
2014,4.14,Oregon
2015,3.85,Oregon
2016,3.83,Oregon
